"Time (s) Run #1","Position (m) Run #1","Force (N) Run #1","Speed (mm/min) Run #1","Time (s) Run #2","Position (m) Run #2","Force (N) Run #2","Speed (mm/min) Run #2","Time (s) Run #3","Position (m) Run #3","Force (N) Run #3","Speed (mm/min) Run #3"
130.600,-0.00146,-71,0.06,,,,,,,,
130.800,-0.00146,-69,0.10,,,,,,,,
131.000,-0.00146,-66,0.13,,,,,,,,
131.200,-0.00146,-65,0.10,,,,,,,,
131.400,-0.00146,-64,0.06,,,,,,,,
131.600,-0.00146,-63,0.06,,,,,,,,
131.800,-0.00146,-62,0.10,,,,,,,,
132.000,-0.00146,-60,0.10,,,,,,,,
132.200,-0.00146,-58,0.10,,,,,,,,
132.400,-0.00146,-56,0.10,,,,,,,,
132.600,-0.00146,-56,0.06,,,,,,,,
132.800,-0.00146,-54,0.03,,,,,,,,
133.000,-0.00146,-54,0.00,,,,,,,,
133.200,-0.00146,-54,0.03,,,,,,,,
133.400,-0.00146,-53,0.10,,,,,,,,
133.600,-0.00145,-50,0.13,,,,,,,,
133.800,-0.00145,-48,0.10,,,,,,,,
134.000,-0.00145,-47,0.03,,,,,,,,
134.200,-0.00145,-47,0.00,,,,,,,,
134.400,-0.00145,-46,0.00,,,,,,,,
134.600,-0.00145,-46,0.00,,,,,,,,
134.800,-0.00145,-46,0.00,,,,,,,,
135.000,-0.00145,-46,0.00,,,,,,,,
135.200,-0.00145,-46,0.00,,,,,,,,
135.400,-0.00145,-46,0.00,,,,,,,,
135.600,-0.00145,-46,0.00,,,,,,,,
135.800,-0.00145,-46,0.00,,,,,,,,
136.000,-0.00145,-46,0.00,,,,,,,,
136.200,-0.00145,-46,-0.03,,,,,,,,
136.400,-0.00145,-46,-0.16,,,,,,,,
136.600,-0.00145,-50,-0.25,,,,,,,,
136.800,-0.00146,-59,-0.25,,,,,,,,
137.000,-0.00146,-60,-0.19,,,,,,,,
137.200,-0.00146,-62,-0.13,,,,,,,,
137.400,-0.00146,-66,-0.10,,,,,,,,
137.600,-0.00146,-67,-0.06,,,,,,,,
137.800,-0.00146,-67,-0.10,,,,,,,,
138.000,-0.00146,-69,-0.16,,,,,,,,
138.200,-0.00146,-72,-0.19,,,,,,,,
138.400,-0.00146,-76,-0.22,,,,,,,,
138.600,-0.00146,-82,-0.29,,,,,,,,
138.800,-0.00146,-87,-0.32,,,,,,,,
139.000,-0.00146,-94,-0.29,,,,,,,,
139.200,-0.00146,-98,-0.22,,,,,,,,
139.400,-0.00146,-104,-0.16,,,,,,,,
139.600,-0.00146,-106,-0.13,,,,,,,,
139.800,-0.00146,-109,-0.10,,,,,,,,
140.000,-0.00147,-109,-0.06,,,,,,,,
140.200,-0.00147,-109,-0.06,,,,,,,,
140.400,-0.00147,-112,-0.06,,,,,,,,
140.600,-0.00147,-115,-0.10,,,,,,,,
140.800,-0.00147,-116,-0.10,,,,,,,,
141.000,-0.00147,-117,-0.10,,,,,,,,
141.200,-0.00147,-119,-0.10,,,,,,,,
141.400,-0.00147,-121,-0.06,,,,,,,,
141.600,-0.00147,-123,-0.03,,,,,,,,
141.800,-0.00147,-123,0.00,,,,,,,,
142.000,-0.00147,-123,0.00,,,,,,,,
142.200,-0.00147,-124,-0.03,,,,,,,,
142.400,-0.00147,-124,-0.06,,,,,,,,
142.600,-0.00147,-125,-0.10,,,,,,,,
142.800,-0.00147,-127,-0.10,,,,,,,,
143.000,-0.00147,-130,-0.06,,,,,,,,
143.200,-0.00147,-131,-0.03,,,,,,,,
143.400,-0.00147,-132,-0.03,,,,,,,,
143.600,-0.00147,-132,-0.06,,,,,,,,
143.800,-0.00147,-135,-0.10,,,,,,,,
144.000,-0.00147,-137,-0.10,,,,,,,,
144.200,-0.00147,-137,-0.06,,,,,,,,
144.400,-0.00147,-138,-0.03,,,,,,,,
144.600,-0.00147,-139,0.00,,,,,,,,
144.800,-0.00147,-139,0.00,,,,,,,,
145.000,-0.00147,-140,0.00,,,,,,,,
145.200,-0.00147,-141,-0.03,,,,,,,,
145.400,-0.00147,-142,-0.06,,,,,,,,
145.600,-0.00147,-143,-0.10,,,,,,,,
145.800,-0.00147,-145,-0.10,,,,,,,,
146.000,-0.00147,-146,-0.06,,,,,,,,
146.200,-0.00147,-147,-0.03,,,,,,,,
146.400,-0.00147,-149,0.00,,,,,,,,
146.600,-0.00147,-149,0.00,,,,,,,,
146.800,-0.00147,-148,0.00,,,,,,,,
147.000,-0.00147,-148,0.00,,,,,,,,
147.200,-0.00147,-149,0.00,,,,,,,,
147.400,-0.00147,-149,-0.03,,,,,,,,
147.600,-0.00147,-149,-0.06,,,,,,,,
147.800,-0.00147,-150,-0.06,,,,,,,,
148.000,-0.00147,-152,-0.03,,,,,,,,
148.200,-0.00147,-152,0.00,,,,,,,,
148.400,-0.00147,-153,0.00,,,,,,,,
148.600,-0.00147,-153,0.00,,,,,,,,
148.800,-0.00147,-153,0.00,,,,,,,,
149.000,-0.00147,-153,0.00,,,,,,,,
149.200,-0.00147,-154,0.03,,,,,,,,
149.400,-0.00147,-154,0.10,,,,,,,,
149.600,-0.00147,-151,0.16,,,,,,,,
149.800,-0.00147,-147,0.16,,,,,,,,
150.000,-0.00147,-142,0.10,,,,,,,,
150.200,-0.00147,-141,0.03,,,,,,,,
150.400,-0.00147,-141,0.00,,,,,,,,
150.600,-0.00147,-141,0.03,,,,,,,,
150.800,-0.00147,-140,0.10,,,,,,,,
151.000,-0.00147,-137,0.13,,,,,,,,
151.200,-0.00147,-133,0.13,,,,,,,,
151.400,-0.00147,-130,0.10,,,,,,,,
151.600,-0.00147,-130,0.06,,,,,,,,
151.800,-0.00147,-128,0.06,,,,,,,,
152.000,-0.00147,-127,0.06,,,,,,,,
152.200,-0.00147,-126,0.10,,,,,,,,
152.400,-0.00147,-123,0.13,,,,,,,,
152.600,-0.00147,-121,0.13,,,,,,,,
152.800,-0.00147,-119,0.13,,,,,,,,
153.000,-0.00147,-116,0.13,,,,,,,,
153.200,-0.00147,-112,0.13,,,,,,,,
153.400,-0.00146,-109,0.13,,,,,,,,
153.600,-0.00146,-107,0.10,,,,,,,,
153.800,-0.00146,-106,0.06,,,,,,,,
154.000,-0.00146,-104,0.06,,,,,,,,
154.200,-0.00146,-103,0.10,,,,,,,,
154.400,-0.00146,-101,0.13,,,,,,,,
154.600,-0.00146,-97,0.13,,,,,,,,
154.800,-0.00146,-95,0.10,,,,,,,,
155.000,-0.00146,-92,0.06,,,,,,,,
155.200,-0.00146,-91,0.03,,,,,,,,
155.400,-0.00146,-91,0.10,,,,,,,,
155.600,-0.00146,-91,0.22,,,,,,,,
155.800,-0.00146,-83,0.32,,,,,,,,
156.000,-0.00146,-77,0.35,,,,,,,,
156.200,-0.00146,-73,0.32,,,,,,,,
156.400,-0.00146,-63,0.32,,,,,,,,
156.600,-0.00146,-61,0.25,,,,,,,,
156.800,-0.00146,-56,0.19,,,,,,,,
157.000,-0.00146,-53,0.13,,,,,,,,
157.200,-0.00145,-51,0.06,,,,,,,,
157.400,-0.00145,-50,0.03,,,,,,,,
157.600,-0.00145,-49,0.00,,,,,,,,
157.800,-0.00145,-49,0.00,,,,,,,,
158.000,-0.00145,-49,0.00,,,,,,,,
158.200,-0.00145,-49,0.00,,,,,,,,
158.400,-0.00145,-49,0.00,,,,,,,,
158.600,-0.00145,-49,0.00,,,,,,,,
158.800,-0.00145,-49,0.00,,,,,,,,
159.000,-0.00145,-49,0.00,,,,,,,,
159.200,-0.00145,-49,0.00,,,,,,,,
159.400,-0.00145,-49,-0.03,,,,,,,,
159.600,-0.00145,-49,-0.22,,,,,,,,
159.800,-0.00146,-50,-0.44,,,,,,,,
160.000,-0.00146,-65,-0.54,,,,,,,,
160.200,-0.00146,-76,-0.44,,,,,,,,
160.400,-0.00146,-83,-0.32,,,,,,,,
160.600,-0.00146,-85,-0.32,,,,,,,,
160.800,-0.00146,-94,-0.29,,,,,,,,
161.000,-0.00146,-103,-0.22,,,,,,,,
161.200,-0.00146,-104,-0.13,,,,,,,,
161.400,-0.00146,-106,-0.06,,,,,,,,
161.600,-0.00146,-106,-0.10,,,,,,,,
161.800,-0.00146,-108,-0.16,,,,,,,,
162.000,-0.00147,-114,-0.22,,,,,,,,
162.200,-0.00147,-120,-0.19,,,,,,,,
162.400,-0.00147,-123,-0.10,,,,,,,,
162.600,-0.00147,-123,-0.03,,,,,,,,
162.800,-0.00147,-123,-0.03,,,,,,,,
163.000,-0.00147,-124,-0.06,,,,,,,,
163.200,-0.00147,-125,-0.06,,,,,,,,
163.400,-0.00147,-125,-0.03,,,,,,,,
163.600,-0.00147,-126,0.00,,,,,,,,
163.800,-0.00147,-127,0.00,,,,,,,,
164.000,-0.00147,-127,0.00,,,,,,,,
164.200,-0.00147,-127,-0.03,,,,,,,,
164.400,-0.00147,-128,-0.06,,,,,,,,
164.600,-0.00147,-128,-0.10,,,,,,,,
164.800,-0.00147,-130,-0.10,,,,,,,,
165.000,-0.00147,-132,-0.10,,,,,,,,
165.200,-0.00147,-136,-0.10,,,,,,,,
165.400,-0.00147,-137,-0.06,,,,,,,,
165.600,-0.00147,-139,-0.10,,,,,,,,
165.800,-0.00147,-140,-0.16,,,,,,,,
166.000,-0.00147,-145,-0.22,,,,,,,,
166.200,-0.00147,-151,-0.19,,,,,,,,
166.400,-0.00147,-155,-0.10,,,,,,,,
166.600,-0.00147,-156,-0.03,,,,,,,,
166.800,-0.00147,-156,0.00,,,,,,,,
167.000,-0.00147,-156,0.00,,,,,,,,
167.200,-0.00147,-156,0.00,,,,,,,,
167.400,-0.00147,-156,0.00,,,,,,,,
167.600,-0.00147,-156,0.00,,,,,,,,
167.800,-0.00147,-157,0.06,,,,,,,,
168.000,-0.00147,-156,0.16,,,,,,,,
168.200,-0.00147,-149,0.22,,,,,,,,
168.400,-0.00147,-145,0.19,,,,,,,,
168.600,-0.00147,-142,0.13,,,,,,,,
168.800,-0.00147,-140,0.13,,,,,,,,
169.000,-0.00147,-139,0.13,,,,,,,,
169.200,-0.00147,-134,0.16,,,,,,,,
169.400,-0.00147,-132,0.22,,,,,,,,
169.600,-0.00147,-126,0.25,,,,,,,,
169.800,-0.00147,-117,0.25,,,,,,,,
170.000,-0.00147,-117,0.19,,,,,,,,
170.200,-0.00146,-111,0.13,,,,,,,,
170.400,-0.00146,-107,0.06,,,,,,,,
170.600,-0.00146,-107,0.03,,,,,,,,
170.800,-0.00146,-107,0.06,,,,,,,,
171.000,-0.00146,-106,0.16,,,,,,,,
171.200,-0.00146,-102,0.35,,,,,,,,
171.400,-0.00146,-93,0.51,,,,,,,,
171.600,-0.00146,-81,0.54,,,,,,,,
171.800,-0.00146,-73,0.41,,,,,,,,
172.000,-0.00146,-64,0.25,,,,,,,,
172.200,-0.00146,-61,0.13,,,,,,,,
172.400,-0.00146,-60,0.03,,,,,,,,
172.600,-0.00146,-60,0.00,,,,,,,,
172.800,-0.00146,-59,0.00,,,,,,,,
173.000,-0.00146,-59,0.00,,,,,,,,
173.200,-0.00146,-59,0.00,,,,,,,,
173.400,-0.00146,-60,0.00,,,,,,,,
173.600,-0.00146,-60,0.00,,,,,,,,
173.800,-0.00146,-59,0.00,,,,,,,,
174.000,-0.00146,-60,0.00,,,,,,,,
174.200,-0.00146,-60,0.00,,,,,,,,
174.400,-0.00146,-60,0.00,,,,,,,,
174.600,-0.00146,-59,0.00,,,,,,,,
174.800,-0.00146,-59,0.00,,,,,,,,
175.000,-0.00146,-58,0.00,,,,,,,,
175.200,-0.00146,-58,0.00,,,,,,,,
175.400,-0.00146,-58,0.00,,,,,,,,
175.600,-0.00146,-58,0.03,,,,,,,,
175.800,-0.00146,-58,0.06,,,,,,,,
176.000,-0.00146,-58,0.06,,,,,,,,
176.200,-0.00146,-58,0.03,,,,,,,,
176.400,-0.00146,-58,0.00,,,,,,,,
176.600,-0.00146,-58,0.00,,,,,,,,
176.800,-0.00146,-58,0.00,,,,,,,,
177.000,-0.00146,-57,0.03,,,,,,,,
177.200,-0.00146,-57,0.06,,,,,,,,
177.400,-0.00146,-54,0.06,,,,,,,,
177.600,-0.00146,-52,0.06,,,,,,,,
177.800,-0.00146,-52,0.06,,,,,,,,
178.000,-0.00145,-51,0.06,,,,,,,,
178.200,-0.00145,-50,0.03,,,,,,,,
178.400,-0.00145,-50,0.00,,,,,,,,
178.600,-0.00145,-49,0.00,,,,,,,,
178.800,-0.00145,-49,0.00,,,,,,,,
179.000,-0.00145,-49,0.00,,,,,,,,
179.200,-0.00145,-49,0.00,,,,,,,,
179.400,-0.00145,-49,0.00,,,,,,,,
179.600,-0.00145,-49,0.00,,,,,,,,
179.800,-0.00145,-49,0.00,,,,,,,,
180.000,-0.00145,-49,0.00,,,,,,,,
180.200,-0.00145,-49,0.00,,,,,,,,
180.400,-0.00145,-49,0.00,,,,,,,,
180.600,-0.00145,-49,0.00,,,,,,,,
180.800,-0.00145,-49,0.00,,,,,,,,
181.000,-0.00145,-49,0.00,,,,,,,,
181.200,-0.00145,-49,0.00,,,,,,,,
181.400,-0.00145,-49,-0.06,,,,,,,,
181.600,-0.00145,-50,-0.13,,,,,,,,
181.800,-0.00146,-53,-0.16,,,,,,,,
182.000,-0.00146,-56,-0.13,,,,,,,,
182.200,-0.00146,-57,-0.10,,,,,,,,
182.400,-0.00146,-60,-0.10,,,,,,,,
182.600,-0.00146,-60,-0.06,,,,,,,,
182.800,-0.00146,-61,-0.10,,,,,,,,
183.000,-0.00146,-62,-0.16,,,,,,,,
183.200,-0.00146,-66,-0.19,,,,,,,,
183.400,-0.00146,-71,-0.16,,,,,,,,
183.600,-0.00146,-73,-0.10,,,,,,,,
183.800,-0.00146,-75,-0.13,,,,,,,,
184.000,-0.00146,-78,-0.16,,,,,,,,
184.200,-0.00146,-81,-0.13,,,,,,,,
184.400,-0.00146,-83,-0.10,,,,,,,,
184.600,-0.00146,-85,-0.10,,,,,,,,
184.800,-0.00146,-87,-0.13,,,,,,,,
185.000,-0.00146,-90,-0.13,,,,,,,,
185.200,-0.00146,-92,-0.10,,,,,,,,
185.400,-0.00146,-95,-0.10,,,,,,,,
185.600,-0.00146,-96,-0.10,,,,,,,,
185.800,-0.00146,-97,-0.10,,,,,,,,
186.000,-0.00146,-98,-0.10,,,,,,,,
186.200,-0.00146,-101,-0.10,,,,,,,,
186.400,-0.00146,-103,-0.10,,,,,,,,
186.600,-0.00146,-106,-0.10,,,,,,,,
186.800,-0.00146,-107,-0.10,,,,,,,,
187.000,-0.00147,-108,-0.10,,,,,,,,
187.200,-0.00147,-109,-0.10,,,,,,,,
187.400,-0.00147,-112,-0.10,,,,,,,,
187.600,-0.00147,-115,-0.10,,,,,,,,
187.800,-0.00147,-116,-0.06,,,,,,,,
188.000,-0.00147,-117,-0.03,,,,,,,,
188.200,-0.00147,-119,-0.03,,,,,,,,
188.400,-0.00147,-119,-0.06,,,,,,,,
188.600,-0.00147,-120,-0.06,,,,,,,,
188.800,-0.00147,-122,-0.06,,,,,,,,
189.000,-0.00147,-122,-0.06,,,,,,,,
189.200,-0.00147,-124,-0.06,,,,,,,,
189.400,-0.00147,-125,-0.06,,,,,,,,
189.600,-0.00147,-127,-0.06,,,,,,,,
189.800,-0.00147,-129,-0.10,,,,,,,,
190.000,-0.00147,-130,-0.10,,,,,,,,
190.200,-0.00147,-132,-0.10,,,,,,,,
190.400,-0.00147,-135,-0.10,,,,,,,,
190.600,-0.00147,-136,-0.06,,,,,,,,
190.800,-0.00147,-138,-0.03,,,,,,,,
191.000,-0.00147,-139,-0.03,,,,,,,,
191.200,-0.00147,-140,-0.06,,,,,,,,
191.400,-0.00147,-140,-0.06,,,,,,,,
191.600,-0.00147,-141,-0.03,,,,,,,,
191.800,-0.00147,-141,0.00,,,,,,,,
192.000,-0.00147,-141,0.00,,,,,,,,
192.200,-0.00147,-142,0.00,,,,,,,,
192.400,-0.00147,-142,0.00,,,,,,,,
192.600,-0.00147,-143,0.00,,,,,,,,
192.800,-0.00147,-143,-0.03,,,,,,,,
193.000,-0.00147,-143,-0.06,,,,,,,,
193.200,-0.00147,-145,-0.06,,,,,,,,
193.400,-0.00147,-146,-0.06,,,,,,,,
193.600,-0.00147,-148,-0.06,,,,,,,,
193.800,-0.00147,-149,-0.06,,,,,,,,
194.000,-0.00147,-150,-0.03,,,,,,,,
194.200,-0.00147,-151,0.00,,,,,,,,
194.400,-0.00147,-151,0.00,,,,,,,,
194.600,-0.00147,-151,0.00,,,,,,,,
194.800,-0.00147,-151,0.00,,,,,,,,
195.000,-0.00147,-151,0.00,,,,,,,,
195.200,-0.00147,-152,0.00,,,,,,,,
195.400,-0.00147,-152,0.00,,,,,,,,
195.600,-0.00147,-152,0.00,,,,,,,,
195.800,-0.00147,-152,0.00,,,,,,,,
196.000,-0.00147,-152,0.06,,,,,,,,
196.200,-0.00147,-152,0.19,,,,,,,,
196.400,-0.00147,-145,0.32,,,,,,,,
196.600,-0.00147,-138,0.35,,,,,,,,
196.800,-0.00147,-129,0.25,,,,,,,,
197.000,-0.00147,-125,0.13,,,,,,,,
197.200,-0.00147,-125,0.03,,,,,,,,
197.400,-0.00147,-124,0.00,,,,,,,,
197.600,-0.00147,-124,0.03,,,,,,,,
197.800,-0.00147,-123,0.10,,,,,,,,
198.000,-0.00147,-120,0.16,,,,,,,,
198.200,-0.00147,-115,0.16,,,,,,,,
198.400,-0.00147,-111,0.13,,,,,,,,
198.600,-0.00147,-110,0.10,,,,,,,,
198.800,-0.00146,-108,0.06,,,,,,,,
199.000,-0.00146,-108,0.03,,,,,,,,
199.200,-0.00146,-107,0.00,,,,,,,,
199.400,-0.00146,-107,0.00,,,,,,,,
199.600,-0.00146,-107,0.00,,,,,,,,
199.800,-0.00146,-106,0.03,,,,,,,,
200.000,-0.00146,-106,0.06,,,,,,,,
200.200,-0.00146,-105,0.10,,,,,,,,
200.400,-0.00146,-103,0.13,,,,,,,,
200.600,-0.00146,-100,0.13,,,,,,,,
200.800,-0.00146,-96,0.13,,,,,,,,
201.000,-0.00146,-94,0.10,,,,,,,,
201.200,-0.00146,-92,0.06,,,,,,,,
201.400,-0.00146,-92,0.06,,,,,,,,
201.600,-0.00146,-91,0.06,,,,,,,,
201.800,-0.00146,-87,0.10,,,,,,,,
202.000,-0.00146,-87,0.10,,,,,,,,
202.200,-0.00146,-86,0.06,,,,,,,,
202.400,-0.00146,-85,0.03,,,,,,,,
202.600,-0.00146,-84,0.03,,,,,,,,
202.800,-0.00146,-83,0.06,,,,,,,,
203.000,-0.00146,-81,0.06,,,,,,,,
203.200,-0.00146,-80,0.03,,,,,,,,
203.400,-0.00146,-79,0.03,,,,,,,,
203.600,-0.00146,-78,0.06,,,,,,,,
203.800,-0.00146,-78,0.06,,,,,,,,
204.000,-0.00146,-78,0.03,,,,,,,,
204.200,-0.00146,-77,0.00,,,,,,,,
204.400,-0.00146,-76,0.03,,,,,,,,
204.600,-0.00146,-75,0.06,,,,,,,,
204.800,-0.00146,-75,0.06,,,,,,,,
205.000,-0.00146,-74,0.03,,,,,,,,
205.200,-0.00146,-73,0.00,,,,,,,,
205.400,-0.00146,-73,0.00,,,,,,,,
205.600,-0.00146,-73,0.03,,,,,,,,
205.800,-0.00146,-72,0.06,,,,,,,,
206.000,-0.00146,-71,0.06,,,,,,,,
206.200,-0.00146,-70,0.06,,,,,,,,
206.400,-0.00146,-69,0.06,,,,,,,,
206.600,-0.00146,-68,0.06,,,,,,,,
206.800,-0.00146,-66,0.03,,,,,,,,
207.000,-0.00146,-66,0.03,,,,,,,,
207.200,-0.00146,-65,0.06,,,,,,,,
207.400,-0.00146,-64,0.06,,,,,,,,
207.600,-0.00146,-63,0.03,,,,,,,,
207.800,-0.00146,-63,0.00,,,,,,,,
208.000,-0.00146,-63,0.00,,,,,,,,
208.200,-0.00146,-62,0.03,,,,,,,,
208.400,-0.00146,-61,0.06,,,,,,,,
208.600,-0.00146,-61,0.06,,,,,,,,
208.800,-0.00146,-60,0.06,,,,,,,,
209.000,-0.00146,-59,0.10,,,,,,,,
209.200,-0.00146,-57,0.13,,,,,,,,
209.400,-0.00146,-54,0.10,,,,,,,,
209.600,-0.00146,-54,0.06,,,,,,,,
209.800,-0.00146,-54,0.06,,,,,,,,
210.000,-0.00145,-51,0.10,,,,,,,,
210.200,-0.00145,-49,0.13,,,,,,,,
210.400,-0.00145,-48,0.13,,,,,,,,
210.600,-0.00145,-45,0.10,,,,,,,,
210.800,-0.00145,-45,0.03,,,,,,,,
211.000,-0.00145,-45,0.00,,,,,,,,
211.200,-0.00145,-45,0.00,,,,,,,,
211.400,-0.00145,-44,0.00,,,,,,,,
211.600,-0.00145,-45,0.00,,,,,,,,
211.800,-0.00145,-44,0.00,,,,,,,,
212.000,-0.00145,-44,0.00,,,,,,,,
212.200,-0.00145,-44,-0.03,,,,,,,,
212.400,-0.00145,-44,-0.06,,,,,,,,
212.600,-0.00145,-45,-0.06,,,,,,,,
212.800,-0.00145,-45,-0.03,,,,,,,,
213.000,-0.00145,-45,-0.03,,,,,,,,
213.200,-0.00145,-46,-0.13,,,,,,,,
213.400,-0.00145,-50,-0.22,,,,,,,,
213.600,-0.00146,-52,-0.25,,,,,,,,
213.800,-0.00146,-59,-0.22,,,,,,,,
214.000,-0.00146,-61,-0.16,,,,,,,,
214.200,-0.00146,-64,-0.13,,,,,,,,
214.400,-0.00146,-66,-0.13,,,,,,,,
214.600,-0.00146,-70,-0.16,,,,,,,,
214.800,-0.00146,-72,-0.16,,,,,,,,
215.000,-0.00146,-74,-0.13,,,,,,,,
215.200,-0.00146,-75,-0.10,,,,,,,,
215.400,-0.00146,-78,-0.10,,,,,,,,
215.600,-0.00146,-80,-0.13,,,,,,,,
215.800,-0.00146,-83,-0.16,,,,,,,,
216.000,-0.00146,-86,-0.19,,,,,,,,
216.200,-0.00146,-89,-0.16,,,,,,,,
216.400,-0.00146,-93,-0.13,,,,,,,,
216.600,-0.00146,-94,-0.13,,,,,,,,
216.800,-0.00146,-97,-0.16,,,,,,,,
217.000,-0.00146,-100,-0.19,,,,,,,,
217.200,-0.00146,-104,-0.16,,,,,,,,
217.400,-0.00147,-108,-0.13,,,,,,,,
217.600,-0.00147,-112,-0.10,,,,,,,,
217.800,-0.00147,-111,-0.10,,,,,,,,
218.000,-0.00147,-112,-0.10,,,,,,,,
218.200,-0.00147,-116,-0.10,,,,,,,,
218.400,-0.00147,-119,-0.10,,,,,,,,
218.600,-0.00147,-121,-0.10,,,,,,,,
218.800,-0.00147,-123,-0.10,,,,,,,,
219.000,-0.00147,-124,-0.06,,,,,,,,
219.200,-0.00147,-125,-0.06,,,,,,,,
219.400,-0.00147,-127,-0.06,,,,,,,,
219.600,-0.00147,-128,-0.06,,,,,,,,
219.800,-0.00147,-129,-0.03,,,,,,,,
220.000,-0.00147,-130,-0.03,,,,,,,,
220.200,-0.00147,-130,-0.06,,,,,,,,
220.400,-0.00147,-132,-0.06,,,,,,,,
220.600,-0.00147,-134,-0.06,,,,,,,,
220.800,-0.00147,-136,-0.10,,,,,,,,
221.000,-0.00147,-137,-0.13,,,,,,,,
221.200,-0.00147,-141,-0.10,,,,,,,,
221.400,-0.00147,-141,-0.06,,,,,,,,
221.600,-0.00147,-143,-0.06,,,,,,,,
221.800,-0.00147,-147,-0.06,,,,,,,,
222.000,-0.00147,-148,-0.06,,,,,,,,
222.200,-0.00147,-148,-0.06,,,,,,,,
222.400,-0.00147,-149,-0.06,,,,,,,,
222.600,-0.00147,-149,-0.03,,,,,,,,
222.800,-0.00147,-149,0.00,,,,,,,,
223.000,-0.00147,-149,0.00,,,,,,,,
223.200,-0.00147,-150,0.00,,,,,,,,
223.400,-0.00147,-151,0.00,,,,,,,,
223.600,-0.00147,-152,0.00,,,,,,,,
223.800,-0.00147,-152,0.00,,,,,,,,
224.000,-0.00147,-152,0.00,,,,,,,,
224.200,-0.00147,-153,0.00,,,,,,,,
224.400,-0.00147,-154,0.00,,,,,,,,
224.600,-0.00147,-153,0.03,,,,,,,,
224.800,-0.00147,-153,0.25,,,,,,,,
225.000,-0.00147,-152,0.60,,,,,,,,
225.200,-0.00147,-130,0.83,,,,,,,,
225.400,-0.00146,-108,0.83,,,,,,,,
225.600,-0.00146,-94,0.64,,,,,,,,
225.800,-0.00146,-80,0.41,,,,,,,,
226.000,-0.00146,-74,0.22,,,,,,,,
226.200,-0.00146,-71,0.10,,,,,,,,
226.400,-0.00146,-70,0.06,,,,,,,,
226.600,-0.00146,-69,0.03,,,,,,,,
226.800,-0.00146,-69,0.00,,,,,,,,
227.000,-0.00146,-69,0.03,,,,,,,,
227.200,-0.00146,-69,0.10,,,,,,,,
227.400,-0.00146,-67,0.13,,,,,,,,
227.600,-0.00146,-64,0.10,,,,,,,,
227.800,-0.00146,-63,0.03,,,,,,,,
228.000,-0.00146,-61,0.00,,,,,,,,
228.200,-0.00146,-61,0.03,,,,,,,,
228.400,-0.00146,-61,0.10,,,,,,,,
228.600,-0.00146,-60,0.13,,,,,,,,
228.800,-0.00146,-58,0.13,,,,,,,,
229.000,-0.00146,-55,0.10,,,,,,,,
229.200,-0.00146,-53,0.06,,,,,,,,
229.400,-0.00146,-54,0.03,,,,,,,,
229.600,-0.00146,-54,0.00,,,,,,,,
229.800,-0.00146,-54,0.06,,,,,,,,
230.000,-0.00146,-54,0.19,,,,,,,,
230.200,-0.00145,-51,0.32,,,,,,,,
230.400,-0.00145,-40,0.38,,,,,,,,
230.600,-0.00145,-35,0.32,,,,,,,,
230.800,-0.00145,-30,0.19,,,,,,,,
231.000,-0.00145,-30,0.06,,,,,,,,
231.200,-0.00145,-30,0.00,,,,,,,,
231.400,-0.00145,-30,0.00,,,,,,,,
231.600,-0.00145,-30,0.00,,,,,,,,
231.800,-0.00145,-30,0.00,,,,,,,,
232.000,-0.00145,-30,0.00,,,,,,,,
232.200,-0.00145,-30,-0.38,,,,,,,,
232.400,-0.00145,-30,-0.83,,,,,,,,
232.600,-0.00146,-53,-0.89,,,,,,,,
232.800,-0.00146,-74,-0.54,,,,,,,,
233.000,-0.00146,-76,-0.13,,,,,,,,
233.200,-0.00146,-77,-0.06,,,,,,,,
233.400,-0.00146,-77,-0.06,,,,,,,,
233.600,-0.00146,-78,-0.13,,,,,,,,
233.800,-0.00146,-80,-0.22,,,,,,,,
234.000,-0.00146,-85,-0.25,,,,,,,,
234.200,-0.00146,-89,-0.19,,,,,,,,
234.400,-0.00146,-93,-0.13,,,,,,,,
234.600,-0.00146,-96,-0.13,,,,,,,,
234.800,-0.00146,-99,-0.16,,,,,,,,
235.000,-0.00146,-103,-0.16,,,,,,,,
235.200,-0.00146,-104,-0.10,,,,,,,,
235.400,-0.00146,-107,-0.03,,,,,,,,
235.600,-0.00146,-108,-0.03,,,,,,,,
235.800,-0.00146,-108,-0.10,,,,,,,,
236.000,-0.00147,-109,-0.16,,,,,,,,
236.200,-0.00147,-112,-0.16,,,,,,,,
236.400,-0.00147,-118,-0.13,,,,,,,,
236.600,-0.00147,-120,-0.13,,,,,,,,
236.800,-0.00147,-121,-0.13,,,,,,,,
237.000,-0.00147,-124,-0.10,,,,,,,,
237.200,-0.00147,-125,-0.03,,,,,,,,
237.400,-0.00147,-126,0.00,,,,,,,,
237.600,-0.00147,-128,-0.03,,,,,,,,
237.800,-0.00147,-128,-0.06,,,,,,,,
238.000,-0.00147,-128,-0.06,,,,,,,,
238.200,-0.00147,-129,-0.06,,,,,,,,
238.400,-0.00147,-130,-0.06,,,,,,,,
238.600,-0.00147,-134,-0.06,,,,,,,,
238.800,-0.00147,-135,-0.03,,,,,,,,
239.000,-0.00147,-136,-0.03,,,,,,,,
239.200,-0.00147,-136,-0.06,,,,,,,,
239.400,-0.00147,-136,-0.06,,,,,,,,
